Mode,Date,Price,Holding,Balance,Profit to Initial Balance
Hold Position Short,2022-02-16,44578.277344,0.0024035272044596397,106.59114563508996,0.0
Hold Position Short,2022-02-17,43937.070313,0.0024035272044596397,106.59114563508996,0.0
Hold Position Closed,2022-02-18,40552.132813,0.0,97.46815441490591,-2.5318455850940893
Short,2022-02-18,40552.132813,0.0024035272044596397,97.46815441490591,0.0
Take Profit Short,2022-02-19,40026.023438,0.0024035272044596397,98.73267261023967,-3.7963637804278534
Short,2022-02-20,40118.101563,0.0024610504675849007,98.73267261023967,0.0
Take Profit Short,2022-02-21,38423.210938,0.0024610504675849007,102.90388397540119,-5.4385387549218365
Long,2022-02-22,37068.769531,0.002776026430803007,102.90388397540119,0.0
Take Profit Long,2022-02-23,38285.28125,0.002776026430803007,106.28095266072678,6.280952660726783
Long,2022-02-24,37278.566406,0.002850993557617624,106.28095266072678,0.0
Take Profit Long,2022-02-25,38333.746094,0.002850993557617624,109.28926315334377,9.289263153343768
Short,2022-02-26,39213.082031,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-02-27,39098.699219,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-02-28,37706.0,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-03-01,43194.503906,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-03-02,44357.617188,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-03-03,43925.195313,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-03-04,42458.140625,0.0027870612941605782,109.28926315334377,0.0
Hold Position Short,2022-03-05,39148.449219,0.0027870612941605782,109.28926315334377,0.0
Hold Position Closed,2022-03-06,39404.199219,0.0,108.75660783602014,8.756607836020137
Short,2022-03-06,39404.199219,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-07,38429.304688,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-08,38059.902344,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-09,38742.816406,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-10,41974.070313,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-11,39439.96875,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-12,38794.464844,0.0027600258345963197,108.75660783602014,0.0
Hold Position Short,2022-03-13,38884.726563,0.0027600258345963197,108.75660783602014,0.0
Hold Position Closed,2022-03-14,37846.316406,0.0,104.45681102486654,4.456811024866539
Long,2022-03-14,37846.316406,0.0027600258345963197,104.45681102486654,0.0
Take Profit Long,2022-03-15,39664.25,0.0027600258345963197,109.47435470988708,9.47435470988708
Long,2022-03-16,39335.570313,0.002783088025387214,109.47435470988708,0.0
Take Profit Long,2022-03-17,41140.84375,0.002783088025387214,114.4985895949514,14.498589594951397
Long,2022-03-18,40944.839844,0.002796410732858926,114.4985895949514,0.0
Take Profit Long,2022-03-19,41794.648438,0.002796410732858926,116.87500346808874,16.875003468088735
Short,2022-03-20,42191.40625,0.0027701139605435343,116.87500346808874,0.0
Hold Position Short,2022-03-21,41246.132813,0.0027701139605435343,116.87500346808874,0.0
Hold Position Short,2022-03-22,41074.105469,0.0027701139605435343,116.87500346808874,0.0
