date,time,open,high,low,close,volume,prevOpen,prevClose,signal,position
11/05/2020,00:00,14133.733398,15706.404297,14102.088867,15579.848633,40856321439,13950.488281,14133.707031,1,0
11/06/2020,00:00,15579.729492,15903.4375,15226.839844,15565.880859,39837841971,14133.733398,15579.848633,-1,0
11/07/2020,00:00,15565.880859,15737.095703,14423.203125,14833.753906,35024953706,15579.729492,15565.880859,-1,0
11/08/2020,00:00,14833.753906,15637.320313,14744.110352,15479.567383,26632075029,15565.880859,14833.753906,1,0
11/09/2020,00:00,15479.595703,15785.136719,14865.529297,15332.31543,34149115566,14833.753906,15479.567383,-1,0
11/10/2020,00:00,15332.350586,15450.329102,15124.959961,15290.902344,25574938143,15479.595703,15332.31543,-1,0
11/11/2020,00:00,15290.90918,15916.260742,15290.006836,15701.339844,29772374934,15332.350586,15290.902344,1,0
11/12/2020,00:00,15701.298828,16305.003906,15534.771484,16276.34375,34175758344,15290.90918,15701.339844,1,0
11/13/2020,00:00,16276.44043,16463.177734,15992.152344,16317.808594,31599492172,15701.298828,16276.34375,1,0
11/14/2020,00:00,16317.808594,16317.808594,15749.193359,16068.138672,27481710135,16276.44043,16317.808594,-1,0
11/15/2020,00:00,16068.139648,16123.110352,15793.53418,15955.587891,23653867583,16317.808594,16068.138672,-1,0
11/16/2020,00:00,15955.577148,16816.181641,15880.706055,16716.111328,31526766675,16068.139648,15955.587891,1,0
11/17/2020,00:00,16685.691406,17782.919922,16564.544922,17645.40625,39006849170,15955.577148,16716.111328,1,0
11/18/2020,00:00,17645.191406,18393.949219,17352.90625,17804.005859,49064800278,16685.691406,17645.40625,1,0
11/19/2020,00:00,17803.861328,18119.546875,17382.554688,17817.089844,36985055355,17645.191406,17804.005859,1,0
11/20/2020,00:00,17817.083984,18773.226563,17765.794922,18621.314453,36992873940,17803.861328,17817.089844,1,0
11/21/2020,00:00,18621.316406,18936.621094,18444.359375,18642.232422,39650210707,17817.083984,18621.314453,1,0
11/22/2020,00:00,18642.232422,18688.96875,17671.384766,18370.001953,41280434226,18621.316406,18642.232422,-1,0
11/23/2020,00:00,18370.017578,18711.425781,18000.796875,18364.121094,42741112308,18642.232422,18370.001953,-1,0
11/24/2020,00:00,18365.015625,19348.271484,18128.65625,19107.464844,51469565009,18370.017578,18364.121094,1,0
11/25/2020,00:00,19104.410156,19390.964844,18581.146484,18732.121094,43710357371,18365.015625,19107.464844,-1,0
11/26/2020,00:00,18729.839844,18866.285156,16351.035156,17150.623047,61396835737,19104.410156,18732.121094,-1,0
11/27/2020,00:00,17153.914063,17445.023438,16526.423828,17108.402344,38886494645,18729.839844,17150.623047,-1,0
11/28/2020,00:00,17112.933594,17853.939453,16910.652344,17717.414063,32601040734,17153.914063,17108.402344,1,0
11/29/2020,00:00,17719.634766,18283.628906,17559.117188,18177.484375,31133957704,17112.933594,17717.414063,1,0
11/30/2020,00:00,18178.322266,19749.263672,18178.322266,19625.835938,47728480399,17719.634766,18177.484375,1,0
12/01/2020,00:00,19633.769531,19845.974609,18321.921875,18802.998047,49633658712,18178.322266,19625.835938,-1,0
12/02/2020,00:00,18801.744141,19308.330078,18347.71875,19201.091797,37387697139,19633.769531,18802.998047,1,0
12/03/2020,00:00,19205.925781,19566.191406,18925.785156,19445.398438,31930317405,18801.744141,19201.091797,1,0
12/04/2020,00:00,19446.966797,19511.404297,18697.193359,18699.765625,33872388058,19205.925781,19445.398438,-1,0
12/05/2020,00:00,18698.384766,19160.449219,18590.193359,19154.230469,27242455064,19446.966797,18699.765625,1,0
12/06/2020,00:00,19154.179688,19390.5,18897.894531,19345.121094,25293775714,18698.384766,19154.230469,1,0
12/07/2020,00:00,19343.128906,19411.828125,18931.142578,19191.630859,26896357742,19154.179688,19345.121094,-1,0
12/08/2020,00:00,19191.529297,19283.478516,18269.945313,18321.144531,31692288756,19343.128906,19191.630859,-1,0
12/09/2020,00:00,18320.884766,18626.292969,17935.546875,18553.916016,34420373071,19191.529297,18321.144531,1,0
12/10/2020,00:00,18553.298828,18553.298828,17957.064453,18264.992188,25547132265,18320.884766,18553.916016,-1,0
12/11/2020,00:00,18263.929688,18268.453125,17619.533203,18058.904297,27919640985,18553.298828,18264.992188,-1,0
12/12/2020,00:00,18051.320313,18919.550781,18046.041016,18803.65625,21752580802,18263.929688,18058.904297,1,0
12/13/2020,00:00,18806.765625,19381.535156,18734.332031,19142.382813,25450468637,18051.320313,18803.65625,1,0
12/14/2020,00:00,19144.492188,19305.099609,19012.708984,19246.644531,22473997681,18806.765625,19142.382813,1,0
12/15/2020,00:00,19246.919922,19525.007813,19079.841797,19417.076172,26741982541,19144.492188,19246.644531,1,0
12/16/2020,00:00,19418.818359,21458.908203,19298.316406,21310.597656,44409011479,19246.919922,19417.076172,1,0
12/17/2020,00:00,21308.351563,23642.660156,21234.675781,22805.162109,71378606374,19418.818359,21310.597656,1,0
12/18/2020,00:00,22806.796875,23238.601563,22399.8125,23137.960938,40387896275,21308.351563,22805.162109,1,0
12/19/2020,00:00,23132.865234,24085.855469,22826.472656,23869.832031,38487546580,22806.796875,23137.960938,1,0
12/20/2020,00:00,23861.765625,24209.660156,23147.710938,23477.294922,37844228422,23132.865234,23869.832031,-1,0
12/21/2020,00:00,23474.455078,24059.982422,22159.367188,22803.082031,45852713981,23861.765625,23477.294922,-1,0
12/22/2020,00:00,22794.039063,23789.902344,22430.605469,23783.029297,44171632681,23474.455078,22803.082031,1,0
12/23/2020,00:00,23781.974609,24024.490234,22802.646484,23241.345703,51146161904,22794.039063,23783.029297,-1,0
12/24/2020,00:00,23240.203125,23768.337891,22777.597656,23735.949219,41080759713,23781.974609,23241.345703,1,0
12/25/2020,00:00,23733.570313,24710.101563,23463.673828,24664.791016,42068395846,23240.203125,23735.949219,1,0
12/26/2020,00:00,24677.015625,26718.070313,24522.689453,26437.037109,48332647295,23733.570313,24664.791016,1,0
12/27/2020,00:00,26439.373047,28288.839844,25922.769531,26272.294922,66479895605,24677.015625,26437.037109,-1,0
12/28/2020,00:00,26280.822266,27389.111328,26207.640625,27084.808594,49056742893,26439.373047,26272.294922,1,0
12/29/2020,00:00,27081.810547,27370.720703,25987.298828,27362.4375,45265946774,26280.822266,27084.808594,1,0
12/30/2020,00:00,27360.089844,28937.740234,27360.089844,28840.953125,51287442704,27081.810547,27362.4375,1,0
12/31/2020,00:00,28841.574219,29244.876953,28201.992188,29001.720703,46754964848,27360.089844,28840.953125,1,0
01/01/2021,00:00,28994.009766,29600.626953,28803.585938,29374.152344,40730301359,28841.574219,29001.720703,1,0
01/02/2021,00:00,29376.455078,33155.117188,29091.181641,32127.267578,67865420765,28994.009766,29374.152344,1,0
01/03/2021,00:00,32129.408203,34608.558594,32052.316406,32782.023438,78665235202,29376.455078,32127.267578,1,0
01/04/2021,00:00,32810.949219,33440.21875,28722.755859,31971.914063,81163475344,32129.408203,32782.023438,-1,0
01/05/2021,00:00,31977.041016,34437.589844,30221.1875,33992.429688,67547324782,32810.949219,31971.914063,1,0
01/06/2021,00:00,34013.613281,36879.699219,33514.035156,36824.363281,75289433811,31977.041016,33992.429688,1,0
01/07/2021,00:00,36833.875,40180.367188,36491.191406,39371.042969,84762141031,34013.613281,36824.363281,1,0
01/08/2021,00:00,39381.765625,41946.738281,36838.636719,40797.609375,88107519480,36833.875,39371.042969,1,0
01/09/2021,00:00,40788.640625,41436.351563,38980.875,40254.546875,61984162837,39381.765625,40797.609375,-1,0
01/10/2021,00:00,40254.21875,41420.191406,35984.628906,38356.441406,79980747690,40788.640625,40254.546875,-1,0
01/11/2021,00:00,38346.53125,38346.53125,30549.599609,35566.65625,123320567399,40254.21875,38356.441406,-1,0
01/12/2021,00:00,35516.359375,36568.527344,32697.976563,33922.960938,74773277909,38346.53125,35566.65625,-1,0
01/13/2021,00:00,33915.121094,37599.960938,32584.667969,37316.359375,69364315979,35516.359375,33922.960938,1,0
01/14/2021,00:00,37325.109375,39966.40625,36868.5625,39187.328125,63615990033,33915.121094,37316.359375,1,0
01/15/2021,00:00,39156.707031,39577.710938,34659.589844,36825.367188,67760757881,37325.109375,39187.328125,-1,0
01/16/2021,00:00,36821.648438,37864.367188,35633.554688,36178.140625,57706187875,39156.707031,36825.367188,-1,0
01/17/2021,00:00,36163.648438,36722.351563,34069.320313,35791.277344,52359854336,36821.648438,36178.140625,-1,0
01/18/2021,00:00,35792.238281,37299.285156,34883.84375,36630.074219,49511702429,36163.648438,35791.277344,1,0
01/19/2021,00:00,36642.234375,37755.890625,36069.804688,36069.804688,57244195486,35792.238281,36630.074219,-1,0
01/20/2021,00:00,36050.113281,36378.328125,33570.476563,35547.75,66834573161,36642.234375,36069.804688,-1,0
01/21/2021,00:00,35549.398438,35552.679688,30250.75,30825.699219,75643067688,36050.113281,35547.75,-1,0
01/22/2021,00:00,30817.625,33811.851563,28953.373047,33005.761719,77207272511,35549.398438,30825.699219,1,0
01/23/2021,00:00,32985.757813,33360.976563,31493.160156,32067.642578,48354737975,30817.625,33005.761719,-1,0
01/24/2021,00:00,32064.376953,32944.007813,31106.685547,32289.378906,48643830599,32985.757813,32067.642578,1,0
01/25/2021,00:00,32285.798828,34802.742188,32087.787109,32366.392578,59897054838,32064.376953,32289.378906,1,0
01/26/2021,00:00,32358.613281,32794.550781,31030.265625,32569.849609,60255421470,32285.798828,32366.392578,1,0
01/27/2021,00:00,32564.029297,32564.029297,29367.138672,30432.546875,62576762015,32358.613281,32569.849609,-1,0
01/28/2021,00:00,30441.041016,33858.3125,30023.207031,33466.097656,76517157706,32564.029297,30432.546875,1,0
01/29/2021,00:00,34318.671875,38406.261719,32064.814453,34316.386719,117894572511,30441.041016,33466.097656,1,0
01/30/2021,00:00,34295.933594,34834.707031,32940.1875,34269.523438,65141828798,34318.671875,34316.386719,-1,0
01/31/2021,00:00,34270.878906,34288.332031,32270.175781,33114.359375,52754542671,34295.933594,34269.523438,-1,0
02/01/2021,00:00,33114.578125,34638.214844,32384.228516,33537.175781,61400400660,34270.878906,33114.359375,1,0
02/02/2021,00:00,33533.199219,35896.882813,33489.21875,35510.289063,63088585433,33114.578125,33537.175781,1,0
02/03/2021,00:00,35510.820313,37480.1875,35443.984375,37472.089844,61166818159,33533.199219,35510.289063,1,0
02/04/2021,00:00,37475.105469,38592.175781,36317.5,36926.066406,68838074392,35510.820313,37472.089844,-1,0
02/05/2021,00:00,36931.546875,38225.90625,36658.761719,38144.308594,58598066402,37475.105469,36926.066406,1,0
02/06/2021,00:00,38138.386719,40846.546875,38138.386719,39266.011719,71326033653,36931.546875,38144.308594,1,0
02/07/2021,00:00,39250.191406,39621.835938,37446.152344,38903.441406,65500641143,38138.386719,39266.011719,-1,0
02/08/2021,00:00,38886.828125,46203.929688,38076.324219,46196.464844,101467222687,39250.191406,38903.441406,1,0
02/09/2021,00:00,46184.992188,48003.722656,45166.960938,46481.105469,91809846886,38886.828125,46196.464844,1,0
02/10/2021,00:00,46469.761719,47145.566406,43881.152344,44918.183594,87301089896,46184.992188,46481.105469,-1,0
02/11/2021,00:00,44898.710938,48463.46875,44187.761719,47909.332031,81388911810,46469.761719,44918.183594,1,0
02/12/2021,00:00,47877.035156,48745.734375,46424.976563,47504.851563,76555041196,44898.710938,47909.332031,-1,0
02/13/2021,00:00,47491.203125,48047.746094,46392.28125,47105.515625,70250456155,47877.035156,47504.851563,-1,0
02/14/2021,00:00,47114.507813,49487.640625,47114.507813,48717.289063,71248675228,47491.203125,47105.515625,1,0
02/15/2021,00:00,48696.535156,48875.570313,46347.476563,47945.058594,77069903166,47114.507813,48717.289063,-1,0
02/16/2021,00:00,47944.457031,50341.101563,47201.304688,49199.871094,77049582886,48696.535156,47945.058594,1,0
02/17/2021,00:00,49207.277344,52533.914063,49072.378906,52149.007813,80820545404,47944.457031,49199.871094,1,0
02/18/2021,00:00,52140.972656,52474.105469,51015.765625,51679.796875,52054723579,49207.277344,52149.007813,-1,0
02/19/2021,00:00,51675.980469,56113.652344,50937.277344,55888.132813,63495496918,52140.972656,51679.796875,1,0
02/20/2021,00:00,55887.335938,57505.226563,54626.558594,56099.519531,68145460026,51675.980469,55888.132813,1,0
02/21/2021,00:00,56068.566406,58330.570313,55672.609375,57539.945313,51897585191,55887.335938,56099.519531,1,0
02/22/2021,00:00,57532.738281,57533.390625,48967.566406,54207.320313,92052420332,56068.566406,57539.945313,-1,0
02/23/2021,00:00,54204.929688,54204.929688,45290.589844,48824.425781,106102492824,57532.738281,54207.320313,-1,0
02/24/2021,00:00,48835.085938,51290.136719,47213.5,49705.332031,63695521388,54204.929688,48824.425781,1,0
02/25/2021,00:00,49709.082031,51948.96875,47093.851563,47093.851563,54506565949,48835.085938,49705.332031,-1,0
02/26/2021,00:00,47180.464844,48370.785156,44454.84375,46339.761719,350967941479,49709.082031,47093.851563,-1,0
02/27/2021,00:00,46344.773438,48253.269531,45269.027344,46188.453125,45910946382,47180.464844,46339.761719,-1,0
02/28/2021,00:00,46194.015625,46716.429688,43241.617188,45137.769531,53443887451,46344.773438,46188.453125,-1,0
03/01/2021,00:00,45159.503906,49784.015625,45115.09375,49631.242188,53891300112,46194.015625,45137.769531,1,0
03/02/2021,00:00,49612.105469,50127.511719,47228.84375,48378.988281,47530897720,45159.503906,49631.242188,-1,0
03/03/2021,00:00,48415.816406,52535.136719,48274.320313,50538.242188,53220811975,49612.105469,48378.988281,1,0
03/04/2021,00:00,50522.304688,51735.089844,47656.929688,48561.167969,52343816680,48415.816406,50538.242188,-1,0
03/05/2021,00:00,48527.03125,49396.429688,46542.515625,48927.304688,48625928883,50522.304688,48561.167969,1,0
03/06/2021,00:00,48899.230469,49147.21875,47257.527344,48912.382813,34363564661,48527.03125,48927.304688,-1,0
03/07/2021,00:00,48918.679688,51384.367188,48918.679688,51206.691406,43137459378,48899.230469,48912.382813,1,0
03/08/2021,00:00,51174.117188,52314.070313,49506.054688,52246.523438,48597428048,48918.679688,51206.691406,1,0
03/09/2021,00:00,52272.96875,54824.117188,51981.832031,54824.117188,50912227385,51174.117188,52246.523438,1,0
03/10/2021,00:00,54824.011719,57258.253906,53290.890625,56008.550781,57295577614,52272.96875,54824.117188,1,0
03/11/2021,00:00,55963.179688,58091.0625,54484.59375,57805.121094,56772343595,54824.011719,56008.550781,1,0
03/12/2021,00:00,57821.21875,57996.621094,55376.648438,57332.089844,55689944702,55963.179688,57805.121094,-1,0
03/13/2021,00:00,57343.371094,61683.863281,56217.972656,61243.085938,60669829814,57821.21875,57332.089844,1,0
03/14/2021,00:00,61221.132813,61597.917969,59302.316406,59302.316406,43901225564,57343.371094,61243.085938,-1,0
03/15/2021,00:00,59267.429688,60540.992188,55393.164063,55907.199219,66419369890,61221.132813,59302.316406,-1,0
03/16/2021,00:00,55840.785156,56833.179688,53555.027344,56804.902344,59749798599,59267.429688,55907.199219,1,0
03/17/2021,00:00,56825.828125,58969.816406,54528.628906,58870.894531,60258313191,55840.785156,56804.902344,1,0
03/18/2021,00:00,58893.078125,60116.25,54253.578125,57858.921875,55746041000,56825.828125,58870.894531,-1,0
03/19/2021,00:00,57850.441406,59498.375,56643.703125,58346.652344,49063873786,58893.078125,57858.921875,1,0
03/20/2021,00:00,58332.261719,60031.285156,58213.296875,58313.644531,50361731222,57850.441406,58346.652344,-1,0
03/21/2021,00:00,58309.914063,58767.898438,56005.617188,57523.421875,51943414539,58332.261719,58313.644531,-1,0
03/22/2021,00:00,57517.890625,58471.480469,54288.15625,54529.144531,56521454974,58309.914063,57523.421875,-1,0
03/23/2021,00:00,54511.660156,55985.441406,53470.695313,54738.945313,56435023914,57517.890625,54529.144531,1,0
03/24/2021,00:00,54710.488281,57262.382813,52514.332031,52774.265625,70567223787,54511.660156,54738.945313,-1,0
03/25/2021,00:00,52726.746094,53392.386719,50856.570313,51704.160156,67999812841,54710.488281,52774.265625,-1,0
03/26/2021,00:00,51683.011719,55137.3125,51579.855469,55137.3125,56652197978,52726.746094,51704.160156,1,0
03/27/2021,00:00,55137.566406,56568.214844,54242.910156,55973.511719,47266542233,51683.011719,55137.3125,1,0
03/28/2021,00:00,55974.941406,56610.3125,55071.113281,55950.746094,47686580918,55137.566406,55973.511719,-1,0
03/29/2021,00:00,55947.898438,58342.097656,55139.339844,57750.199219,57625587027,55974.941406,55950.746094,1,0
03/30/2021,00:00,57750.132813,59447.222656,57251.550781,58917.691406,54414116432,55947.898438,57750.199219,1,0
03/31/2021,00:00,58930.277344,59930.027344,57726.417969,58918.832031,65520826225,57750.132813,58917.691406,1,0
04/01/2021,00:00,58926.5625,59586.070313,58505.277344,59095.808594,61669163792,58930.277344,58918.832031,1,0
